order_id,item_id,product_id,quantity,list_price,discount,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,cust_first_name,cust_last_name,city,state,zip_code,product_name,brand_id,model_year,staffs_first_name,staffs_last_name,staffs_phone,staffs_active,manager_id,brand_name,revenue 
70,3,20,1,599.99,0.05,50,3,11-02-2016,11-02-2016,,3,9,Cleotilde,Booth,Sugar Land,TX,77478,Electra Townie Original 7D EQ - Women's - 2016,1,2016,Layla,Terrell,(972) 530-5556,1,7,Electra,569.99
407,1,20,1,599.99,0.2,77,3,01-09-2016,01-09-2016,,3,8,Keri,Bridges,Richardson,TX,75080,Electra Townie Original 7D EQ - Women's - 2016,1,2016,Kali,Vargas,(972) 530-5555,1,1,Electra,479.99
418,2,20,1,599.99,0.05,88,4,04-09-2016,05-09-2016,05-09-2016,2,6,Titus,Bullock,Hollis,NY,11423,Electra Townie Original 7D EQ - Women's - 2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,569.99
169,1,20,2,599.99,0.1,99,4,10-04-2016,11-04-2016,11-04-2016,2,7,Carie,Kidd,Monroe,NY,10950,Electra Townie Original 7D EQ - Women's - 2016,1,2016,Venita,Daniel,(516) 379-4446,1,5,Electra,1079.98
35,2,20,2,599.99,0.05,813,4,22-01-2016,25-01-2016,24-01-2016,2,7,Neville,Mcclain,West Hempstead,NY,11552,Electra Townie Original 7D EQ - Women's - 2016,1,2016,Venita,Daniel,(516) 379-4446,1,5,Electra,1139.98
173,3,20,2,599.99,0.05,117,4,11-04-2016,14-04-2016,13-04-2016,3,8,Dacia,William,Sugar Land,TX,77478,Electra Townie Original 7D EQ - Women's - 2016,1,2016,Kali,Vargas,(972) 530-5555,1,1,Electra,1139.98
177,1,20,2,599.99,0.1,121,4,16-04-2016,19-04-2016,19-04-2016,1,2,Lucy,Woods,Palos Verdes Peninsula,CA,90274,Electra Townie Original 7D EQ - Women's - 2016,1,2016,Mireya,Copeland,(831) 555-5555,1,1,Electra,1079.98
287,4,20,1,599.99,0.05,133,4,25-06-2016,26-06-2016,27-06-2016,2,6,Delbert,Wilkins,Coram,NY,11727,Electra Townie Original 7D EQ - Women's - 2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,569.99
51,2,20,1,599.99,0.05,1047,4,01-02-2016,02-02-2016,03-02-2016,2,7,Jamaal,Baker,Elmhurst,NY,11373,Electra Townie Original 7D EQ - Women's - 2016,1,2016,Venita,Daniel,(516) 379-4446,1,5,Electra,569.99
1,2,8,2,1799.99,0.07,259,4,01-01-2016,03-01-2016,03-01-2016,1,2,Johnathan,Velazquez,Pleasanton,CA,94566,Trek Remedy 29 Carbon Frameset - 2016,9,2016,Mireya,Copeland,(831) 555-5555,1,1,Trek,3347.98
185,2,8,1,1799.99,0.05,24,3,20-04-2016,20-04-2016,,1,2,Corene,Wall,Atwater,CA,95301,Trek Remedy 29 Carbon Frameset - 2016,9,2016,Mireya,Copeland,(831) 555-5555,1,1,Trek,1709.99
11,1,8,1,1799.99,0.05,1326,4,05-01-2016,08-01-2016,07-01-2016,2,7,Tarra,Guerrero,Auburn,NY,13021,Trek Remedy 29 Carbon Frameset - 2016,9,2016,Venita,Daniel,(516) 379-4446,1,5,Trek,1709.99
15,2,8,1,1799.99,0.07,450,4,09-01-2016,10-01-2016,12-01-2016,2,7,Ellsworth,Michael,Carmel,NY,10512,Trek Remedy 29 Carbon Frameset - 2016,9,2016,Venita,Daniel,(516) 379-4446,1,5,Trek,1673.99
303,1,8,2,1799.99,0.05,36,4,07-07-2016,08-07-2016,09-07-2016,2,7,Bernita,Mcdaniel,Liverpool,NY,13090,Trek Remedy 29 Carbon Frameset - 2016,9,2016,Venita,Daniel,(516) 379-4446,1,5,Trek,3419.98
16,1,8,1,1799.99,0.2,552,4,12-01-2016,15-01-2016,15-01-2016,1,3,Lea,Key,Banning,CA,92220,Trek Remedy 29 Carbon Frameset - 2016,9,2016,Genna,Serrano,(831) 555-5556,1,2,Trek,1439.99
17,1,8,1,1799.99,0.07,1175,4,12-01-2016,14-01-2016,14-01-2016,1,3,Sindy,Anderson,Pomona,CA,91768,Trek Remedy 29 Carbon Frameset - 2016,9,2016,Genna,Serrano,(831) 555-5556,1,2,Trek,1673.99
27,4,8,1,1799.99,0.07,57,4,19-01-2016,21-01-2016,20-01-2016,2,7,Pamala,Henry,Bronx,NY,10451,Trek Remedy 29 Carbon Frameset - 2016,9,2016,Venita,Daniel,(516) 379-4446,1,5,Trek,1673.99
391,1,8,1,1799.99,0.07,61,3,23-08-2016,23-08-2016,,3,9,Elinore,Aguilar,San Angelo,TX,76901,Trek Remedy 29 Carbon Frameset - 2016,9,2016,Layla,Terrell,(972) 530-5556,1,7,Trek,1673.99
240,2,8,1,1799.99,0.07,65,4,27-05-2016,29-05-2016,30-05-2016,2,6,Kanesha,Vega,Rome,NY,13440,Trek Remedy 29 Carbon Frameset - 2016,9,2016,Marcelene,Boyer,(516) 379-4445,1,5,Trek,1673.99
34,1,8,2,1799.99,0.07,80,4,22-01-2016,25-01-2016,23-01-2016,2,6,Sarai,Mckee,Buffalo,NY,14215,Trek Remedy 29 Carbon Frameset - 2016,9,2016,Marcelene,Boyer,(516) 379-4445,1,5,Trek,3347.98
29,4,8,1,1799.99,0.2,437,4,20-01-2016,22-01-2016,21-01-2016,2,6,Laureen,Barry,Orchard Park,NY,14127,Trek Remedy 29 Carbon Frameset - 2016,9,2016,Marcelene,Boyer,(516) 379-4445,1,5,Trek,1439.99
32,1,8,2,1799.99,0.07,1259,4,21-01-2016,24-01-2016,22-01-2016,1,3,Kimbery,Nieves,San Carlos,CA,94070,Trek Remedy 29 Carbon Frameset - 2016,9,2016,Genna,Serrano,(831) 555-5556,1,2,Trek,3347.98
258,1,8,2,1799.99,0.05,107,4,06-06-2016,07-06-2016,07-06-2016,2,7,Cecil,Hopper,Central Islip,NY,11722,Trek Remedy 29 Carbon Frameset - 2016,9,2016,Venita,Daniel,(516) 379-4446,1,5,Trek,3419.98
40,2,8,2,1799.99,0.2,348,4,27-01-2016,28-01-2016,29-01-2016,1,3,Darren,Witt,Coachella,CA,92236,Trek Remedy 29 Carbon Frameset - 2016,9,2016,Genna,Serrano,(831) 555-5556,1,2,Trek,2879.98
53,1,8,2,1799.99,0.2,965,4,03-02-2016,04-02-2016,05-02-2016,2,6,Margit,Osborn,Plainview,NY,11803,Trek Remedy 29 Carbon Frameset - 2016,9,2016,Marcelene,Boyer,(516) 379-4445,1,5,Trek,2879.98
4,1,2,2,749.99,0.1,175,4,03-01-2016,04-01-2016,05-01-2016,1,3,Nova,Hess,Duarte,CA,91010,Ritchey Timberwolf Frameset - 2016,5,2016,Genna,Serrano,(831) 555-5556,1,2,Ritchey,1349.98
132,1,2,2,749.99,0.05,46,4,20-03-2016,22-03-2016,23-03-2016,1,3,Monika,Berg,Encino,CA,91316,Ritchey Timberwolf Frameset - 2016,5,2016,Genna,Serrano,(831) 555-5556,1,2,Ritchey,1424.98
18,1,2,2,749.99,0.2,541,4,14-01-2016,17-01-2016,15-01-2016,1,3,Lanita,Burton,Coachella,CA,92236,Ritchey Timberwolf Frameset - 2016,5,2016,Genna,Serrano,(831) 555-5556,1,2,Ritchey,1199.98
222,2,2,2,749.99,0.1,51,4,13-05-2016,16-05-2016,14-05-2016,2,6,Gertrud,Rhodes,Merrick,NY,11566,Ritchey Timberwolf Frameset - 2016,5,2016,Marcelene,Boyer,(516) 379-4445,1,5,Ritchey,1349.98
389,1,2,1,749.99,0.07,53,4,22-08-2016,24-08-2016,25-08-2016,1,3,Saturnina,Garner,Glendora,CA,91740,Ritchey Timberwolf Frameset - 2016,5,2016,Genna,Serrano,(831) 555-5556,1,2,Ritchey,697.49
26,2,2,1,749.99,0.2,1280,4,18-01-2016,21-01-2016,19-01-2016,2,7,Jackeline,Colon,Wappingers Falls,NY,12590,Ritchey Timberwolf Frameset - 2016,5,2016,Venita,Daniel,(516) 379-4446,1,5,Ritchey,599.99
197,2,2,2,749.99,0.07,127,4,30-04-2016,03-05-2016,03-05-2016,2,7,Erlinda,Nielsen,Maspeth,NY,11378,Ritchey Timberwolf Frameset - 2016,5,2016,Venita,Daniel,(516) 379-4446,1,5,Ritchey,1394.98
287,3,2,1,749.99,0.05,133,4,25-06-2016,26-06-2016,27-06-2016,2,6,Delbert,Wilkins,Coram,NY,11727,Ritchey Timberwolf Frameset - 2016,5,2016,Marcelene,Boyer,(516) 379-4445,1,5,Ritchey,712.49
1,3,10,2,1549,0.05,259,4,01-01-2016,03-01-2016,03-01-2016,1,2,Johnathan,Velazquez,Pleasanton,CA,94566,Surly Straggler - 2016,8,2016,Mireya,Copeland,(831) 555-5555,1,1,Surly,2943.1
264,1,10,1,1549,0.2,5,3,10-06-2016,10-06-2016,,1,3,Charolette,Rice,Sacramento,CA,95820,Surly Straggler - 2016,8,2016,Genna,Serrano,(831) 555-5556,1,2,Surly,1239.2
5,1,10,2,1549,0.05,1324,4,03-01-2016,06-01-2016,06-01-2016,2,6,Arla,Ellis,Utica,NY,13501,Surly Straggler - 2016,8,2016,Marcelene,Boyer,(516) 379-4445,1,5,Surly,2943.1
444,5,10,2,1549,0.2,30,4,19-09-2016,20-09-2016,21-09-2016,1,2,Jamaal,Albert,Torrance,CA,90505,Surly Straggler - 2016,8,2016,Mireya,Copeland,(831) 555-5555,1,1,Surly,2478.4
222,1,10,1,1549,0.1,51,4,13-05-2016,16-05-2016,14-05-2016,2,6,Gertrud,Rhodes,Merrick,NY,11566,Surly Straggler - 2016,8,2016,Marcelene,Boyer,(516) 379-4445,1,5,Surly,1394.1
19,1,10,1,1549,0.07,696,4,14-01-2016,17-01-2016,16-01-2016,1,2,Norine,Huffman,Encino,CA,91316,Surly Straggler - 2016,8,2016,Mireya,Copeland,(831) 555-5555,1,1,Surly,1440.57
389,3,10,2,1549,0.05,53,4,22-08-2016,24-08-2016,25-08-2016,1,3,Saturnina,Garner,Glendora,CA,91740,Surly Straggler - 2016,8,2016,Genna,Serrano,(831) 555-5556,1,2,Surly,2943.1
20,2,10,2,1549,0.07,923,4,14-01-2016,16-01-2016,17-01-2016,1,2,Randee,Pitts,Canyon Country,CA,91387,Surly Straggler - 2016,8,2016,Mireya,Copeland,(831) 555-5555,1,1,Surly,2881.14
21,3,10,1,1549,0.07,1250,4,15-01-2016,16-01-2016,18-01-2016,2,6,Neoma,Daugherty,Mount Vernon,NY,10550,Surly Straggler - 2016,8,2016,Marcelene,Boyer,(516) 379-4445,1,5,Surly,1440.57
25,2,10,2,1549,0.2,657,4,18-01-2016,21-01-2016,21-01-2016,2,6,Sam,Lester,Baldwin,NY,11510,Surly Straggler - 2016,8,2016,Marcelene,Boyer,(516) 379-4445,1,5,Surly,2478.4
34,2,10,2,1549,0.1,80,4,22-01-2016,25-01-2016,23-01-2016,2,6,Sarai,Mckee,Buffalo,NY,14215,Surly Straggler - 2016,8,2016,Marcelene,Boyer,(516) 379-4445,1,5,Surly,2788.2
169,3,10,1,1549,0.2,99,4,10-04-2016,11-04-2016,11-04-2016,2,7,Carie,Kidd,Monroe,NY,10950,Surly Straggler - 2016,8,2016,Venita,Daniel,(516) 379-4446,1,5,Surly,1239.2
401,2,10,2,1549,0.2,103,4,30-08-2016,02-09-2016,01-09-2016,2,6,Sylvie,Wilkerson,Syosset,NY,11791,Surly Straggler - 2016,8,2016,Marcelene,Boyer,(516) 379-4445,1,5,Surly,2478.4
38,4,10,2,1549,0.1,583,4,25-01-2016,27-01-2016,26-01-2016,2,7,Lashandra,Turner,Long Beach,NY,11561,Surly Straggler - 2016,8,2016,Venita,Daniel,(516) 379-4446,1,5,Surly,2788.2
287,2,10,1,1549,0.05,133,4,25-06-2016,26-06-2016,27-06-2016,2,6,Delbert,Wilkins,Coram,NY,11727,Surly Straggler - 2016,8,2016,Marcelene,Boyer,(516) 379-4445,1,5,Surly,1471.55
264,4,3,2,999.99,0.07,5,3,10-06-2016,10-06-2016,,1,3,Charolette,Rice,Sacramento,CA,95820,Surly Wednesday Frameset - 2016,8,2016,Genna,Serrano,(831) 555-5556,1,2,Surly,1859.98
3,1,3,1,999.99,0.05,523,4,02-01-2016,05-01-2016,03-01-2016,2,7,Joshua,Robertson,Patchogue,NY,11772,Surly Wednesday Frameset - 2016,8,2016,Venita,Daniel,(516) 379-4446,1,5,Surly,949.99
6,4,3,2,999.99,0.07,94,4,04-01-2016,07-01-2016,05-01-2016,2,6,Sharyn,Hopkins,Baldwinsville,NY,13027,Surly Wednesday Frameset - 2016,8,2016,Marcelene,Boyer,(516) 379-4445,1,5,Surly,1859.98
7,2,3,1,999.99,0.1,324,4,04-01-2016,07-01-2016,05-01-2016,2,6,Laureen,Paul,Bellmore,NY,11710,Surly Wednesday Frameset - 2016,8,2016,Marcelene,Boyer,(516) 379-4445,1,5,Surly,899.99
162,3,3,2,999.99,0.1,31,4,06-04-2016,08-04-2016,07-04-2016,1,3,Williemae,Holloway,Oakland,CA,94603,Surly Wednesday Frameset - 2016,8,2016,Genna,Serrano,(831) 555-5556,1,2,Surly,1799.98
350,3,3,1,999.99,0.07,31,3,03-08-2016,03-08-2016,,1,3,Williemae,Holloway,Oakland,CA,94603,Surly Wednesday Frameset - 2016,8,2016,Genna,Serrano,(831) 555-5556,1,2,Surly,929.99
70,1,3,2,999.99,0.05,50,3,11-02-2016,11-02-2016,,3,9,Cleotilde,Booth,Sugar Land,TX,77478,Surly Wednesday Frameset - 2016,8,2016,Layla,Terrell,(972) 530-5556,1,7,Surly,1899.98
24,1,3,2,999.99,0.1,636,4,18-01-2016,20-01-2016,19-01-2016,2,7,Ashton,Lott,Floral Park,NY,11001,Surly Wednesday Frameset - 2016,8,2016,Venita,Daniel,(516) 379-4446,1,5,Surly,1799.98
420,3,3,2,999.99,0.05,72,4,05-09-2016,06-09-2016,07-09-2016,1,3,Petronila,Norris,South El Monte,CA,91733,Surly Wednesday Frameset - 2016,8,2016,Genna,Serrano,(831) 555-5556,1,2,Surly,1899.98
128,4,3,2,999.99,0.2,86,4,18-03-2016,20-03-2016,21-03-2016,2,6,Lissa,Vargas,Oswego,NY,13126,Surly Wednesday Frameset - 2016,8,2016,Marcelene,Boyer,(516) 379-4445,1,5,Surly,1599.98
190,3,3,2,999.99,0.2,98,4,23-04-2016,25-04-2016,25-04-2016,2,6,Violet,Valenzuela,Plattsburgh,NY,12901,Surly Wednesday Frameset - 2016,8,2016,Marcelene,Boyer,(516) 379-4445,1,5,Surly,1599.98
36,3,3,2,999.99,0.2,1321,4,23-01-2016,24-01-2016,24-01-2016,2,6,Shantel,Gregory,West Islip,NY,11795,Surly Wednesday Frameset - 2016,8,2016,Marcelene,Boyer,(516) 379-4445,1,5,Surly,1599.98
39,3,3,2,999.99,0.05,1296,4,25-01-2016,26-01-2016,26-01-2016,2,7,Travis,Whitley,Saint Albans,NY,11412,Surly Wednesday Frameset - 2016,8,2016,Venita,Daniel,(516) 379-4446,1,5,Surly,1899.98
50,1,3,1,999.99,0.05,872,4,31-01-2016,03-02-2016,02-02-2016,3,8,Silas,Tate,Corpus Christi,TX,78418,Surly Wednesday Frameset - 2016,8,2016,Kali,Vargas,(972) 530-5555,1,1,Surly,949.99
1,4,16,2,599.99,0.05,259,4,01-01-2016,03-01-2016,03-01-2016,1,2,Johnathan,Velazquez,Pleasanton,CA,94566,Electra Townie Original 7D EQ - 2016,1,2016,Mireya,Copeland,(831) 555-5555,1,1,Electra,1139.98
2,2,16,2,599.99,0.05,1212,4,01-01-2016,04-01-2016,03-01-2016,2,6,Jaqueline,Cummings,Huntington Station,NY,11746,Electra Townie Original 7D EQ - 2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,1139.98
108,3,16,2,599.99,0.05,12,4,06-03-2016,09-03-2016,07-03-2016,2,6,Robby,Sykes,Hempstead,NY,11550,Electra Townie Original 7D EQ - 2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,1139.98
239,1,16,2,599.99,0.1,13,3,27-05-2016,27-05-2016,,3,9,Lashawn,Ortiz,Longview,TX,75604,Electra Townie Original 7D EQ - 2016,1,2016,Layla,Terrell,(972) 530-5556,1,7,Electra,1079.98
11,3,16,2,599.99,0.2,1326,4,05-01-2016,08-01-2016,07-01-2016,2,7,Tarra,Guerrero,Auburn,NY,13021,Electra Townie Original 7D EQ - 2016,1,2016,Venita,Daniel,(516) 379-4446,1,5,Electra,959.98
444,4,16,1,599.99,0.1,30,4,19-09-2016,20-09-2016,21-09-2016,1,2,Jamaal,Albert,Torrance,CA,90505,Electra Townie Original 7D EQ - 2016,1,2016,Mireya,Copeland,(831) 555-5555,1,1,Electra,539.99
13,4,16,2,599.99,0.05,873,4,08-01-2016,11-01-2016,11-01-2016,2,6,Patience,Clayton,Niagara Falls,NY,14304,Electra Townie Original 7D EQ - 2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,1139.98
519,2,16,1,599.99,0.1,54,4,22-10-2016,23-10-2016,24-10-2016,2,7,Fran,Yang,Utica,NY,13501,Electra Townie Original 7D EQ - 2016,1,2016,Venita,Daniel,(516) 379-4446,1,5,Electra,539.99
286,3,16,2,599.99,0.1,59,4,25-06-2016,26-06-2016,26-06-2016,2,6,Latasha,Stanley,Rockville Centre,NY,11570,Electra Townie Original 7D EQ - 2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,1079.98
152,3,16,2,599.99,0.07,76,4,29-03-2016,30-03-2016,30-03-2016,2,6,Parker,Prince,Port Jefferson Station,NY,11776,Electra Townie Original 7D EQ - 2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,1115.98
128,2,16,2,599.99,0.1,86,4,18-03-2016,20-03-2016,21-03-2016,2,6,Lissa,Vargas,Oswego,NY,13126,Electra Townie Original 7D EQ - 2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,1079.98
37,1,16,2,599.99,0.05,164,4,25-01-2016,28-01-2016,26-01-2016,2,6,Tomika,Larson,Woodside,NY,11377,Electra Townie Original 7D EQ - 2016,1,2016,Marcelene,Boyer,(516) 379-4445,1,5,Electra,1139.98
173,2,16,1,599.99,0.2,117,4,11-04-2016,14-04-2016,13-04-2016,3,8,Dacia,William,Sugar Land,TX,77478,Electra Townie Original 7D EQ - 2016,1,2016,Kali,Vargas,(972) 530-5555,1,1,Electra,479.99
39,2,16,2,599.99,0.2,1296,4,25-01-2016,26-01-2016,26-01-2016,2,7,Travis,Whitley,Saint Albans,NY,11412,Electra Townie Original 7D EQ - 2016,1,2016,Venita,Daniel,(516) 379-4446,1,5,Electra,959.98
44,2,16,1,599.99,0.05,861,4,28-01-2016,31-01-2016,30-01-2016,2,7,Olympia,Figueroa,Hopewell Junction,NY,12533,Electra Townie Original 7D EQ - 2016,1,2016,Venita,Daniel,(516) 379-4446,1,5,Electra,569.99
1,5,4,1,2899.99,0.2,259,4,01-01-2016,03-01-2016,03-01-2016,1,2,Johnathan,Velazquez,Pleasanton,CA,94566,Trek Fuel EX 8 29 - 2016,9,2016,Mireya,Copeland,(831) 555-5555,1,1,Trek,2319.99
239,4,4,2,2899.99,0.07,13,3,27-05-2016,27-05-2016,,3,9,Lashawn,Ortiz,Longview,TX,75604,Trek Fuel EX 8 29 - 2016,9,2016,Layla,Terrell,(972) 530-5556,1,7,Trek,5393.98
12,1,4,2,2899.99,0.1,91,4,06-01-2016,08-01-2016,09-01-2016,1,2,Marvin,Mullins,San Diego,CA,92111,Trek Fuel EX 8 29 - 2016,9,2016,Mireya,Copeland,(831) 555-5555,1,1,Trek,5219.98
157,1,4,1,2899.99,0.1,43,4,03-04-2016,06-04-2016,06-04-2016,3,8,Mozelle,Carter,Houston,TX,77016,Trek Fuel EX 8 29 - 2016,9,2016,Kali,Vargas,(972) 530-5555,1,1,Trek,2609.99
23,1,4,2,2899.99,0.05,1149,4,16-01-2016,19-01-2016,19-01-2016,1,2,Drucilla,Gilliam,Santa Clara,CA,95050,Trek Fuel EX 8 29 - 2016,9,2016,Mireya,Copeland,(831) 555-5555,1,1,Trek,5509.98
252,2,4,1,2899.99,0.07,66,4,01-06-2016,04-06-2016,02-06-2016,3,8,Lorrie,Becker,Garland,TX,75043,Trek Fuel EX 8 29 - 2016,9,2016,Kali,Vargas,(972) 530-5555,1,1,Trek,2696.99
327,3,4,1,2899.99,0.05,83,4,21-07-2016,24-07-2016,22-07-2016,2,6,Tiesha,Daniel,Scarsdale,NY,10583,Trek Fuel EX 8 29 - 2016,9,2016,Marcelene,Boyer,(516) 379-4445,1,5,Trek,2754.99
128,3,4,2,2899.99,0.2,86,4,18-03-2016,20-03-2016,21-03-2016,2,6,Lissa,Vargas,Oswego,NY,13126,Trek Fuel EX 8 29 - 2016,9,2016,Marcelene,Boyer,(516) 379-4445,1,5,Trek,4639.98
30,4,4,1,2899.99,0.1,1348,4,20-01-2016,21-01-2016,21-01-2016,2,6,Yvone,Guerrero,Merrick,NY,11566,Trek Fuel EX 8 29 - 2016,9,2016,Marcelene,Boyer,(516) 379-4445,1,5,Trek,2609.99
258,2,4,1,2899.99,0.07,107,4,06-06-2016,07-06-2016,07-06-2016,2,7,Cecil,Hopper,Central Islip,NY,11722,Trek Fuel EX 8 29 - 2016,9,2016,Venita,Daniel,(516) 379-4446,1,5,Trek,2696.99
197,1,4,2,2899.99,0.2,127,4,30-04-2016,03-05-2016,03-05-2016,2,7,Erlinda,Nielsen,Maspeth,NY,11378,Trek Fuel EX 8 29 - 2016,9,2016,Venita,Daniel,(516) 379-4446,1,5,Trek,4639.98
45,1,4,2,2899.99,0.2,1220,4,28-01-2016,31-01-2016,31-01-2016,2,7,Carissa,Cross,Huntington Station,NY,11746,Trek Fuel EX 8 29 - 2016,9,2016,Venita,Daniel,(516) 379-4446,1,5,Trek,4639.98
184,1,4,1,2899.99,0.2,134,4,19-04-2016,21-04-2016,22-04-2016,2,7,Brianna,Moss,Hempstead,NY,11550,Trek Fuel EX 8 29 - 2016,9,2016,Venita,Daniel,(516) 379-4446,1,5,Trek,2319.99
48,2,4,1,2899.99,0.2,1012,4,30-01-2016,01-02-2016,02-02-2016,2,7,Josephine,Dale,Baldwinsville,NY,13027,Trek Fuel EX 8 29 - 2016,9,2016,Venita,Daniel,(516) 379-4446,1,5,Trek,2319.99
60,2,4,1,2899.99,0.1,151,4,06-02-2016,08-02-2016,07-02-2016,1,3,Joesph,Delacruz,Atwater,CA,95301,Trek Fuel EX 8 29 - 2016,9,2016,Genna,Serrano,(831) 555-5556,1,2,Trek,2609.99
429,2,4,2,2899.99,0.1,153,4,10-09-2016,12-09-2016,12-09-2016,3,8,Laraine,Robbins,San Angelo,TX,76901,Trek Fuel EX 8 29 - 2016,9,2016,Kali,Vargas,(972) 530-5555,1,1,Trek,5219.98
76,3,5,1,1320.99,0.07,9,3,16-02-2016,16-02-2016,,2,6,Genoveva,Baldwin,Port Washington,NY,11050,Heller Shagamaw Frame - 2016,3,2016,Marcelene,Boyer,(516) 379-4445,1,5,Heller,1228.52
17,3,5,1,1320.99,0.1,1175,4,12-01-2016,14-01-2016,14-01-2016,1,3,Sindy,Anderson,Pomona,CA,91768,Heller Shagamaw Frame - 2016,3,2016,Genna,Serrano,(831) 555-5556,1,2,Heller,1188.89
389,4,5,1,1320.99,0.05,53,4,22-08-2016,24-08-2016,25-08-2016,1,3,Saturnina,Garner,Glendora,CA,91740,Heller Shagamaw Frame - 2016,3,2016,Genna,Serrano,(831) 555-5556,1,2,Heller,1254.94
27,1,5,1,1320.99,0.2,57,4,19-01-2016,21-01-2016,20-01-2016,2,7,Pamala,Henry,Bronx,NY,10451,Heller Shagamaw Frame - 2016,3,2016,Venita,Daniel,(516) 379-4446,1,5,Heller,1056.79
391,2,5,2,1320.99,0.2,61,3,23-08-2016,23-08-2016,,3,9,Elinore,Aguilar,San Angelo,TX,76901,Heller Shagamaw Frame - 2016,3,2016,Layla,Terrell,(972) 530-5556,1,7,Heller,2113.58
240,3,5,1,1320.99,0.07,65,4,27-05-2016,29-05-2016,30-05-2016,2,6,Kanesha,Vega,Rome,NY,13440,Heller Shagamaw Frame - 2016,3,2016,Marcelene,Boyer,(516) 379-4445,1,5,Heller,1228.52
407,2,5,1,1320.99,0.05,77,3,01-09-2016,01-09-2016,,3,8,Keri,Bridges,Richardson,TX,75080,Heller Shagamaw Frame - 2016,3,2016,Kali,Vargas,(972) 530-5555,1,1,Heller,1254.94
